"rs_frs";"type_transaction";"num_dossier";"code_douane";"code_frs";"num_repertoire";"date_depot";"nbre_total_art";"type_transaction";"val_nette";"emballage";"mise_a_fob";"fret";"autre_frais";"nom_signat_declarant";"date_signat_declarant";"code_pays_provenance";"lib_pays_provenance";"code_pays_achat";"lib_pays_achat";"code_pays_premier_destination";"lib_pays__premier_destination";"code_pays_destination_defi";"lib_pays__destination_defi";"code_devise_ptfn";"code_incoterme";"desig_incoterme";"ptfn";"fob_mont_devise";"code_nat_autoris";"lib_nat_autoris"
"ZED SRL";1;251;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;247;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;248;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;249;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;250;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;254;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;253;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;252;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;242;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;243;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;244;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"HEXAGON INTERNATIONAL";2;239;"1283193D";"9";100;"2024-02-26 00:00:00";1;2;316494.02;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-26 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C F";316494.02;315500;"";""
"HEXAGON INTERNATIONAL";2;238;"1283193D";"9";100;"2024-02-26 00:00:00";1;2;316494.02;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-26 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C F";316494.02;315000;"";""
"ZED SRL";1;257;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;245;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;256;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"IMMOBILIERE SENEGINDIA";2;235;"1283193D";"49";100;"2024-02-22 00:00:00";1;2;31549;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-22 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"CFR";"C F";31549;30500;"";""
"ZED SRL";1;232;"00004K";"1";1;"2024-02-22 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-22 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;229;"00004K";"1";1;"2024-02-22 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-22 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"IMMOBILIERE SENEGINDIA";2;236;"1283193D";"49";100;"2024-02-22 00:00:00";1;2;31549;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-22 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"CFR";"C F";31549;30500;"";""
"IMMOBILIERE SENEGINDIA";2;237;"1283193D";"49";50916;"2024-02-22 00:00:00";3;2;31549;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-22 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"CFR";"C.F.";31549;31000;"22";"Facture Definitive a l'Export : (FDE)"
"ZED SRL";1;233;"00004K";"1";1;"2024-02-22 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-22 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;231;"00004K";"1";1;"2024-02-22 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-22 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;234;"00004K";"1";1;"2024-02-22 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-22 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;230;"00004K";"1";1;"2024-02-22 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-22 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;227;"00004K";"1";1;"2024-02-21 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-21 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"HEXAGON INTERNATIONAL";2;228;"1283193D";"9";100;"2024-02-21 00:00:00";1;2;316494.02;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-21 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C F";316494.02;315000;"";""
"ZED SRL";1;226;"00004K";"1";1;"2024-02-21 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-21 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;219;"00004K";"1";1;"2024-02-20 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-20 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;220;"00004K";"1";1;"2024-02-20 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-20 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;221;"00004K";"1";1;"2024-02-20 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-20 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;222;"00004K";"1";1;"2024-02-20 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-20 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;223;"00004K";"1";1;"2024-02-20 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-20 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;225;"00004K";"1";1;"2024-02-20 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-20 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;224;"00004K";"1";1;"2024-02-20 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-20 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;217;"00004K";"1";1;"2024-02-20 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-20 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;218;"00004K";"1";1;"2024-02-20 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-20 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"POLYCOFFRE";2;207;"1222506N";"4";100;"2024-02-19 00:00:00";1;2;69753.6;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-19 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";69753.6;68000;"";""
"ZED SRL";1;209;"00004K";"1";1;"2024-02-19 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-19 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;210;"00004K";"1";1;"2024-02-19 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-19 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;211;"00004K";"1";1;"2024-02-19 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-19 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;212;"00004K";"1";1;"2024-02-19 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-19 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"MAS INTERNATIONAL";2;216;"1283193D";"18";50915;"2024-02-19 00:00:00";2;2;60944.49;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-19 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";60944.49;60000;"22";"Facture Definitive a l'Export : (FDE)"
"MAS INTERNATIONAL";2;214;"1283193D";"18";50913;"2024-02-19 00:00:00";3;2;71650.24;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-19 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";71650.24;70000;"22";"Facture Definitive a l'Export : (FDE)"
"MAS INTERNATIONAL";2;213;"1283193D";"18";100;"2024-02-19 00:00:00";1;2;132594.73;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-19 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";132594.73;131000;"";""
"POLYCOFFRE";2;208;"1222506N";"4";50912;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-02-19 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";69753.6;68000;"22";"Facture Definitive a l'Export : (FDE)"
"MAS INTERNATIONAL";2;215;"1283193D";"18";50914;"2024-02-19 00:00:00";2;2;60944.49;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-19 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";60944.49;60000;"22";"Facture Definitive a l'Export : (FDE)"
"D+H FRANCE";1;205;"1283193D";"48";100;"2024-02-17 00:00:00";1;1;10874.08;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-17 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";10874.08;10000;"";""
"ZED SRL";1;206;"00004K";"1";1;"2024-02-17 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-17 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;204;"00004K";"1";1;"2024-02-17 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-17 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"D+H FRANCE";1;203;"1283193D";"48";100;"2024-02-16 00:00:00";1;1;10874.08;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-16 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";10874.08;10000;"";""
"ZED SRL";1;200;"00004K";"1";1;"2024-02-15 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-15 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;199;"00004K";"1";1;"2024-02-15 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-15 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;198;"00004K";"1";1;"2024-02-15 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-15 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"HCA HOLLAND COLOURS";1;201;"1222506N";"47";100;"2024-02-15 00:00:00";1;1;19643.4;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-15 00:00:00";"NL";"PAYS BAS";"NL";"PAYS BAS";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";19643.4;18700;"";""
"ZED SRL";1;202;"00004K";"1";1;"2024-02-15 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-15 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;195;"00004K";"1";1;"2024-02-13 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-13 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"STE ALJAWDA AFRICAN ";2;191;"1283193D";"14";100;"2024-02-13 00:00:00";1;2;33750;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";33750;34750;"";""
"STE ALJAWDA AFRICAN ";2;192;"1283193D";"14";50910;"2024-02-13 00:00:00";1;2;12300;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";12300;12800;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;193;"1283193D";"14";50911;"2024-02-13 00:00:00";1;2;21450;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";21450;22200;"22";"Facture Definitive a l'Export : (FDE)"
"ZED SRL";1;197;"00004K";"1";1;"2024-02-13 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-13 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;196;"00004K";"1";1;"2024-02-13 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-13 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;194;"00004K";"1";1;"2024-02-13 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-13 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ALUMINCO";1;187;"1283193D";"46";100;"2024-02-09 00:00:00";1;1;15746.61;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-09 00:00:00";"FR";"FRANCE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";15746.61;16500;"";""
"ZED SRL";1;188;"00004K";"1";1;"2024-02-09 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-09 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;190;"00004K";"1";1;"2024-02-09 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-09 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;189;"00004K";"1";1;"2024-02-09 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-09 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"STE ALJAWDA AFRICAN ";2;186;"1283193D";"14";50909;"2024-02-02 00:00:00";1;2;43184.91;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-07 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";38825;45000;"22";"Facture Definitive a l'Export : (FDE)"
"ALJAWDA AFRICAN JOINT CO ";2;184;"1283193D";"13";100;"2024-02-06 00:00:00";1;2;38825;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-06 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";38825;39500;"";""
"ZED SRL";1;183;"00004K";"1";1;"2024-02-06 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-06 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"TREMCO CPG FRANCE SAS";1;185;"1283193D";"10";100;"2024-02-06 00:00:00";1;1;51777.03;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-06 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";51777.03;51777.03;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;181;"1283193D";"12";50907;"2024-02-05 00:00:00";1;2;62400;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-05 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";62400;63500;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;180;"1283193D";"12";50907;"2024-02-05 00:00:00";1;2;62400;0;0;0;0;"STE ((MAS))";"2024-02-05 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";62400;63500;"22";"Facture Definitive a l'Export : (FDE)"
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;182;"1283193D";"12";50908;"2024-02-05 00:00:00";1;2;62400;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-05 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";62400;63500;"";""
"STE ALJAWDA AFRICAN ";2;175;"1283193D";"14";50905;"2024-02-02 00:00:00";3;2;43184.91;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-02 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";43184.91;45000;"22";"Facture Definitive a l'Export : (FDE)"
"GRANITIFIANDRE ";1;178;"1283193D";"26";1962;"2024-01-09 00:00:00";5;1;3902;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-02 00:00:00";"IT";"ITALIE";"IT";"ITALIE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";3902;4000;"33";"Facture Commerciale : (FC)"
"ALUEUROPA";1;177;"1283193D";"45";100;"2024-02-02 00:00:00";1;1;2071.74;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-02 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";2071.74;2200;"";""
"STE ALJAWDA AFRICAN ";2;176;"1283193D";"14";50906;"2024-02-02 00:00:00";3;2;43184.91;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-02 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";43184.91;45000;"22";"Facture Definitive a l'Export : (FDE)"
"GRANITIFIANDRE ";1;179;"1283193D";"26";1963;"2024-01-09 00:00:00";5;1;3902;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-02 00:00:00";"IT";"ITALIE";"IT";"ITALIE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";3902;4000;"33";"Facture Commerciale : (FC)"
"ZED SRL";1;174;"00004K";"1";1;"2024-01-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON BS";"2024-01-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"TRICON DRY CHEMICALS";1;169;"1222506N";"44";1960;"2024-01-23 00:00:00";1;1;75990;0;0;0;0;"BAYRAM KAMOUN";"2024-01-25 00:00:00";"CN";"CHINE";"US";"U.S.A";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";75990;74500;"39";"Admission Temporaire : (AT)"
"ZED SRL";1;173;"00004K";"1";1;"2024-01-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON BS";"2024-01-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;172;"00004K";"1";1;"2024-01-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-01-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;170;"00004K";"1";1;"2024-01-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-01-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;171;"00004K";"1";1;"2024-01-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-01-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"QALEX";1;166;"1283193D";"17";1958;"2024-01-19 00:00:00";1;1;90403;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-20 00:00:00";"QA";"QUATAR";"QA";"QUATAR";"TN";"TUNISIE";"TN";"TUNISIE";"USD";"CFR";"C.F.";90403;89000;"39";"Admission Temporaire : (AT)"
